City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Tandil,AR,-37.3217,-59.1332,48.69,50,0,5.61,clear sky
347,Belsand,IN,26.45,85.4,86.88,50,9,13.27,clear sky
348,Oyugis,KE,-0.509,34.7358,63.19,69,100,4.94,overcast clouds
349,Surenavan,AM,39.75,44.8,51.1,47,100,5.75,overcast clouds
350,Gbarnga,LR,6.9956,-9.4722,72.84,98,100,0.56,overcast clouds
351,Loralai,PK,30.3705,68.598,68.92,11,71,4.38,broken clouds
352,Lixourion,GR,38.2019,20.4314,58.69,59,100,7.16,overcast clouds
353,Verkh-Usugli,RU,52.7,115.1667,21.79,34,38,12.41,scattered clouds
354,Ponta Delgada,PT,37.7333,-25.6667,56.12,71,20,5.75,few clouds
355,Elliot Lake,CA,46.3834,-82.6331,26.2,98,43,2.33,scattered clouds
356,Beyneu,KZ,45.3167,55.2,48.22,66,6,14.0,clear sky
357,Walvis Bay,NA,-22.9575,14.5053,57.09,94,0,3.44,clear sky
358,Reconquista,AR,-29.15,-59.65,63.52,90,49,5.64,scattered clouds
359,Karabash,RU,55.4808,60.2157,35.15,77,100,10.67,overcast clouds
360,Ruteng,ID,-8.6136,120.4721,76.26,54,27,0.56,scattered clouds
361,Poum,NC,-20.2333,164.0167,80.51,83,100,24.56,overcast clouds
362,Panguna,PG,-6.3164,155.4848,76.98,85,100,3.89,moderate rain
363,Yuxia,CN,34.0615,108.6291,79.72,19,1,7.43,clear sky
364,Kaitangata,NZ,-46.2817,169.8464,68.47,61,100,4.54,overcast clouds
365,Cairns,AU,-16.9167,145.7667,94.06,58,98,9.22,overcast clouds
366,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,88,40,5.39,scattered clouds
367,Faanui,PF,-16.4833,-151.75,83.19,74,9,17.47,clear sky
368,Alto Araguaia,BR,-17.3147,-53.2153,73.31,62,42,2.44,scattered clouds
369,Point Fortin,TT,10.1833,-61.6833,76.89,78,14,13.67,few clouds
370,Aykhal,RU,66.0,111.5,6.21,86,100,5.93,overcast clouds
371,Taranagar,IN,28.6709,75.0351,87.4,6,68,1.48,broken clouds
372,Torbay,CA,47.6666,-52.7314,38.88,96,100,25.32,heavy intensity rain
373,Inuvik,CA,68.3499,-133.7218,-10.34,58,100,4.61,light snow
374,Vitim,RU,59.4511,112.5578,20.8,82,100,7.2,overcast clouds
375,Bilma,NE,18.6853,12.9164,81.34,7,14,6.51,few clouds
376,Hobyo,SO,5.3505,48.5268,80.4,75,6,9.06,clear sky
377,Lappeenranta,FI,61.0587,28.1887,32.81,98,100,10.36,snow
378,Kachug,RU,53.9606,105.8817,22.03,72,80,3.06,broken clouds
379,San Luis,AR,-33.295,-66.3356,59.95,54,0,10.09,clear sky
380,Sarahan,IN,31.5167,77.8,61.79,19,98,4.7,overcast clouds
381,Phu Ly,VN,20.5411,105.9139,74.59,53,45,5.61,scattered clouds
382,Kwinana,AU,-32.25,115.7667,71.82,100,0,8.21,clear sky
383,Brazzaville,CG,-4.2658,15.2832,77.36,88,20,4.61,few clouds
384,Kholodnyy,RU,62.7167,147.95,11.88,73,100,6.76,overcast clouds
385,Porto Belo,BR,-27.1578,-48.5531,70.16,91,100,5.55,overcast clouds
386,Goderich,CA,43.7501,-81.7165,37.9,87,100,10.36,overcast clouds
387,Dunedin,NZ,-45.8742,170.5036,62.8,88,100,7.0,light rain
388,North Bend,US,43.4065,-124.2243,48.11,90,100,9.22,overcast clouds
389,Coatepec Harinas,MX,18.8949,-99.7215,55.72,29,4,6.08,clear sky
390,Saryagash,KZ,41.4511,69.1701,58.96,37,0,7.78,clear sky
391,Seguela,CI,7.9611,-6.6731,73.53,90,98,3.67,overcast clouds
392,Nandi,IN,13.3855,77.6984,72.82,41,68,8.21,broken clouds
393,Sur,OM,22.5667,59.5289,82.45,40,0,10.09,clear sky
394,Kailua,US,21.4022,-157.7394,78.78,69,100,13.8,overcast clouds
395,Kulhudhuffushi,MV,6.6221,73.07,83.08,67,11,1.81,few clouds
396,Itaituba,BR,-4.2761,-55.9836,73.22,99,100,1.21,overcast clouds
397,Buchanan,LR,5.8808,-10.0467,78.04,90,100,4.41,overcast clouds
398,Byron Bay,AU,-28.65,153.6167,82.71,70,4,5.53,clear sky
399,Carutapera,BR,-1.195,-46.02,75.69,93,100,2.91,moderate rain
400,Jiangyou,CN,31.7667,104.7167,61.23,69,100,5.1,overcast clouds
401,Painesville,US,41.7245,-81.2457,46.09,84,100,9.22,overcast clouds
402,Nadym,RU,65.5333,72.5167,32.68,100,100,7.56,overcast clouds
403,San Patricio,US,28.017,-97.5169,76.89,86,43,10.11,scattered clouds
404,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,45.19,36,0,2.24,clear sky
405,Tolaga Bay,NZ,-38.3667,178.3,74.1,59,61,6.82,broken clouds
406,Culaman,PH,5.9603,125.6586,83.5,73,100,1.34,overcast clouds
407,Krasnoselkup,RU,65.7,82.4667,31.33,98,100,13.73,light snow
408,San Carlos De Bariloche,AR,-41.1456,-71.3082,47.95,71,40,17.27,scattered clouds
409,Kotelnikovo,RU,47.6317,43.1461,35.78,77,89,7.38,overcast clouds
410,Olinda,BR,-8.0089,-34.8553,82.13,65,40,5.75,scattered clouds
411,Sulangan,PH,11.1373,123.7228,81.61,81,99,11.92,moderate rain
412,Olivet,FR,47.8622,1.8991,45.1,82,100,12.66,overcast clouds
413,Chimbote,PE,-9.0853,-78.5783,68.04,87,58,6.58,broken clouds
414,Bac Lieu,VN,9.285,105.7244,85.55,66,77,17.05,broken clouds
415,Lavrentiya,RU,65.5833,-171.0,1.08,84,12,11.01,few clouds
416,Nuevo Laredo,MX,27.4763,-99.5164,82.67,57,0,9.22,clear sky
417,Te Anau,NZ,-45.4167,167.7167,63.12,77,100,5.59,light rain
418,The Valley,AI,18.217,-63.0578,78.66,73,100,18.72,overcast clouds
419,Novikovo,RU,51.1537,37.8879,30.85,75,20,7.18,few clouds
420,Tuatapere,NZ,-46.1333,167.6833,65.95,71,100,4.12,moderate rain
421,Petukhovo,RU,55.0692,67.9019,42.76,86,100,10.96,overcast clouds
422,Huanren,CN,41.2647,125.3667,51.48,55,98,7.05,overcast clouds
423,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,75,0,18.41,clear sky
424,Lata,PT,40.1629,-8.3327,42.21,57,100,5.41,overcast clouds
425,Cartagena,CO,10.3997,-75.5144,80.22,83,40,6.91,scattered clouds
426,Plettenberg Bay,ZA,-34.0527,23.3716,60.33,83,5,6.46,clear sky
427,Lubumbashi,CD,-11.6609,27.4794,61.77,96,86,2.15,overcast clouds
428,Havelock,US,34.8791,-76.9013,60.93,68,0,4.61,clear sky
429,Pyay,MM,18.8167,95.2167,91.09,39,9,6.2,clear sky
430,Opuwo,NA,-18.0607,13.84,61.56,70,18,3.78,few clouds
431,Damietta,EG,31.4165,31.8133,66.09,76,25,10.74,scattered clouds
432,Broome,US,42.2506,-75.833,37.78,75,75,4.61,broken clouds
433,Meulaboh,ID,4.1363,96.1285,81.72,73,99,2.15,overcast clouds
434,Westport,US,41.1415,-73.3579,49.77,55,40,10.36,scattered clouds
435,Kavaratti,IN,10.5669,72.642,82.26,73,58,2.68,broken clouds
436,Naples,IT,40.8333,14.25,52.61,73,0,6.91,clear sky
437,Mikuni,JP,36.2171,136.1519,55.31,66,44,6.49,scattered clouds
438,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,16.11,few clouds
439,Bucerias,MX,20.75,-105.3333,71.98,68,0,4.61,clear sky
440,Ambulu,ID,-8.345,113.6058,84.72,65,9,3.2,clear sky
441,Waddan,LY,29.1614,16.139,80.78,7,0,7.45,clear sky
442,Seoul,KR,37.5683,126.9778,58.39,28,0,6.91,clear sky
443,Ucluelet,CA,48.9329,-125.5528,46.09,84,100,7.0,overcast clouds
444,Carauari,BR,-4.8828,-66.8958,72.93,96,62,0.36,broken clouds
445,Angoram,PG,-4.0625,144.0661,85.23,67,97,2.8,moderate rain
446,Nkhotakota,MW,-12.9274,34.2961,71.87,90,100,0.58,moderate rain
447,Tasiilaq,GL,65.6145,-37.6368,14.16,91,95,5.82,overcast clouds
448,Whyalla,AU,-33.0333,137.5833,82.29,21,67,11.5,broken clouds
449,Mehamn,NO,71.0357,27.8492,21.15,93,75,4.61,light shower snow
450,Manaus,BR,-3.1019,-60.025,79.3,89,0,4.61,moderate rain
451,Vyazemskiy,RU,47.5378,134.7525,54.95,54,56,20.36,broken clouds
452,Herzberg,DE,51.6869,13.2202,41.32,87,75,19.57,broken clouds
453,Salalah,OM,17.0151,54.0924,75.29,78,0,2.3,clear sky
454,Esperance,AU,-33.8667,121.9,66.04,62,60,12.86,broken clouds
455,Ardabil,IR,38.2498,48.2933,33.35,75,0,9.22,clear sky
456,Adrar,MR,20.5022,-10.0711,68.7,44,0,6.96,clear sky
457,Yurimaguas,PE,-5.9,-76.0833,77.83,74,96,1.3,overcast clouds
458,Nemuro,JP,43.3236,145.575,41.59,88,17,14.72,few clouds
459,Palmer,US,42.1584,-72.3287,47.75,53,75,9.22,broken clouds
460,Vrangel,RU,42.7297,133.0839,43.05,86,71,6.31,broken clouds
461,Misratah,LY,32.3754,15.0925,74.71,23,99,17.0,overcast clouds
462,Tapa,EE,59.2606,25.9586,32.63,97,100,17.87,snow
463,Roald,NO,62.5833,6.1333,32.16,93,40,3.44,scattered clouds
464,Ghatanji,IN,20.1333,78.3167,93.09,25,6,7.43,clear sky
465,Nador,MA,35.174,-2.9287,55.65,88,75,23.02,broken clouds
466,Olafsvik,IS,64.8945,-23.7142,27.97,71,86,33.73,overcast clouds
467,Baykalsk,RU,51.5058,104.1469,26.53,91,100,4.52,overcast clouds
468,Dombarovskiy,RU,50.7587,59.5386,39.2,87,100,12.62,overcast clouds
469,Erzin,TR,36.9559,36.2,58.08,60,69,1.01,broken clouds
470,Talaya,RU,61.3833,152.75,7.74,88,100,5.26,light snow
471,Tocache,PE,-8.1842,-76.5125,69.35,98,16,0.78,few clouds
472,Teguise,ES,29.0605,-13.564,57.42,59,20,11.5,few clouds
473,Hirado,JP,33.3597,129.5531,57.33,50,95,7.27,overcast clouds
474,Madang,PG,-5.2246,145.7966,88.2,60,79,6.53,broken clouds
475,Hofn,IS,64.2539,-15.2082,27.52,58,100,13.35,overcast clouds
476,Uniao,BR,-4.5858,-42.8642,73.26,99,100,3.51,heavy intensity rain
477,Auki,SB,-8.7676,160.7034,81.36,85,100,8.61,light rain
478,Constitucion,CL,-35.3333,-72.4167,55.53,62,0,8.08,clear sky
479,Biltine,TD,14.5333,20.9167,82.18,11,10,8.93,clear sky
480,Ocotepec,MX,17.2167,-93.15,63.3,71,1,4.43,clear sky
481,Morbegno,IT,46.1383,9.57,42.67,69,8,4.92,clear sky
482,Lubango,AO,-14.9172,13.4925,57.15,89,45,1.07,scattered clouds
483,Berlevag,NO,70.8578,29.0864,21.2,68,97,15.84,light snow
484,Corinto,GR,37.9407,22.9573,52.9,75,100,3.38,overcast clouds
485,Karratha,AU,-20.7377,116.8463,92.86,36,0,4.7,clear sky
486,Agirish,RU,61.9247,63.0231,23.23,97,100,7.87,snow
487,Vao,NC,-22.6667,167.4833,78.82,85,100,13.67,heavy intensity rain
488,San Cristobal,VE,7.7669,-72.225,73.58,86,45,2.59,scattered clouds
489,Muscatine,US,41.4667,-91.1335,44.76,78,75,0.0,broken clouds
490,Shahrud,IR,36.4182,54.9763,58.55,49,15,8.28,few clouds
491,Krasnyy Chikoy,RU,50.3643,108.7512,27.93,55,2,1.77,clear sky
492,Gigmoto,PH,13.7796,124.39,81.28,86,100,14.94,overcast clouds
493,Mackenzie,CA,55.2999,-123.1698,34.02,80,0,0.0,clear sky
494,Katobu,ID,-4.9408,122.5276,87.21,56,99,3.56,overcast clouds
495,Kharhial,IN,20.2833,82.7667,89.78,30,22,6.89,few clouds
496,Sakakah,SA,29.9697,40.2064,67.57,19,86,7.23,overcast clouds
497,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,33.67,75,100,5.75,overcast clouds
498,Port Moresby,PG,-9.4431,147.1797,87.22,62,40,5.75,scattered clouds
499,Waw,SS,7.7029,27.9953,77.54,61,37,4.47,scattered clouds
500,Hede,CN,33.7681,120.2517,62.06,51,100,8.41,overcast clouds
501,Marzuq,YE,14.4,46.4667,65.19,34,1,2.1,clear sky
502,Pearl,US,32.2746,-90.132,71.74,53,0,6.91,clear sky
503,Correntina,BR,-13.3433,-44.6367,68.63,61,8,0.56,clear sky
504,Curup,ID,-3.4667,102.5333,83.17,49,22,1.28,few clouds
505,Sorland,NO,67.667,12.6934,30.9,48,17,11.61,few clouds
506,Kaseda,JP,31.4167,130.3167,60.21,44,63,7.14,broken clouds
507,San Pedro,PH,14.35,121.0167,79.83,85,100,5.75,light rain
508,Bereda,ES,43.2686,-7.5406,30.15,91,8,3.65,clear sky
509,Pietarsaari,FI,63.65,22.6833,23.13,83,100,5.99,overcast clouds
510,Tecoanapa,MX,16.5167,-98.75,76.96,73,5,9.06,clear sky
511,Nizwa,OM,22.9333,57.5333,75.74,28,1,2.8,clear sky
512,Kaka,TM,37.3482,59.6143,71.11,32,80,14.03,broken clouds
513,Arman,RU,59.7,150.1667,25.02,91,100,13.44,snow
514,Sarai Sidhu,PK,30.5949,71.9698,85.21,8,18,5.64,few clouds
515,Tilichiki,RU,60.4667,166.1,19.85,80,40,5.28,scattered clouds
516,Pundaguitan,PH,6.3711,126.1689,82.24,76,99,6.71,overcast clouds
517,Kangalassy,RU,62.3464,129.9628,21.13,84,100,11.1,overcast clouds
518,Muroto,JP,33.2833,134.15,57.33,58,3,4.65,clear sky
519,Otradnoye,RU,59.7775,30.8181,34.56,96,100,14.99,light snow
520,Ayagoz,KZ,47.9714,80.4392,50.5,50,2,4.23,clear sky
521,Isabela,PH,6.7085,121.9711,86.05,73,89,2.08,overcast clouds
522,Klaksvik,FO,62.2266,-6.589,31.12,65,100,14.65,overcast clouds
523,Okhotsk,RU,59.3833,143.3,27.27,87,100,4.5,overcast clouds
524,Port-Gentil,GA,-0.7193,8.7815,80.22,83,99,8.81,overcast clouds
525,Winneba,GH,5.3511,-0.6231,80.19,86,100,6.89,overcast clouds
526,Arucas,ES,28.1198,-15.5233,57.97,62,70,14.81,broken clouds
527,Goias,BR,-15.5807,-49.6362,67.71,71,13,3.15,few clouds
528,Ejido,VE,8.5514,-71.2375,67.46,88,100,4.76,overcast clouds
529,Cabedelo,BR,-6.9811,-34.8339,75.87,79,24,9.69,few clouds
530,Vilhena,BR,-12.7406,-60.1458,67.44,98,41,1.7,scattered clouds
531,Manaure,CO,11.7751,-72.4445,79.9,77,100,11.63,overcast clouds
532,Melo,UY,-32.3667,-54.1833,55.27,90,8,7.76,clear sky
533,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,75.04,85,98,0.6,overcast clouds
534,Richards Bay,ZA,-28.783,32.0377,68.9,85,3,6.53,clear sky
535,Cap-Aux-Meules,CA,47.3821,-61.8597,30.25,93,75,26.46,broken clouds
536,Logan,US,41.7355,-111.8344,56.19,53,100,23.02,overcast clouds
537,Alice Springs,AU,-23.7,133.8833,87.35,12,1,10.36,clear sky
538,Limon,CR,10.0,-83.0333,77.76,84,100,2.68,overcast clouds
539,Thiruvananthapuram,IN,8.4833,76.9167,80.58,78,20,2.3,haze
540,Chapais,CA,49.7834,-74.8492,22.78,96,25,3.11,scattered clouds
541,Nome,US,64.5011,-165.4064,17.67,45,0,14.97,clear sky
542,Atambua,ID,-9.1061,124.8925,82.81,60,21,3.11,few clouds
543,Haines Junction,CA,60.7522,-137.5108,37.35,44,27,11.5,scattered clouds
544,Meadow Lake,US,34.8014,-106.5436,64.33,26,39,5.91,scattered clouds
545,Katghora,IN,22.5,82.55,92.53,11,5,2.44,clear sky
546,Okha,RU,53.5739,142.9478,31.8,55,100,4.18,overcast clouds
547,Bodden Town,KY,19.2833,-81.25,80.6,80,20,8.05,few clouds
548,Marakkanam,IN,12.2,79.95,84.54,69,81,6.62,broken clouds
549,Wucheng,CN,29.6008,118.175,65.61,55,100,2.42,light rain
550,Sovetskiy,RU,61.3614,63.5842,29.97,99,100,5.08,snow
551,Nishihara,JP,26.1842,127.7558,69.85,53,75,10.36,broken clouds
552,Saint-Augustin,CA,51.226,-58.6502,31.62,91,100,9.82,overcast clouds
553,Acu,BR,-5.5767,-36.9086,76.23,74,99,6.29,overcast clouds
554,Freeport,US,40.6576,-73.5832,50.25,54,40,9.22,scattered clouds
555,Pisco,PE,-13.7,-76.2167,68.05,77,0,5.75,clear sky
556,Porto Seguro,BR,-16.4497,-39.0647,75.72,94,40,3.44,scattered clouds
557,Basco,PH,20.4487,121.9702,74.41,72,75,20.29,broken clouds
558,Mantua,IT,45.1667,10.7833,40.24,86,3,1.99,clear sky
559,Taquaritinga,BR,-21.4061,-48.5047,73.45,78,100,4.52,overcast clouds
560,Parana,AR,-31.732,-60.5238,57.54,91,0,6.98,clear sky
561,Marsh Harbour,BS,26.5412,-77.0636,74.95,78,21,11.41,few clouds
562,Requena,ES,39.4883,-1.1004,40.51,79,100,16.11,overcast clouds
563,Balad,IQ,34.0164,44.1453,67.91,32,0,9.55,clear sky
564,Bima,ID,-8.4667,118.7167,88.23,60,38,2.19,scattered clouds
565,Sistranda,NO,63.7256,8.834,22.96,66,75,16.55,light snow
566,Moree,AU,-29.4667,149.85,84.22,54,75,8.05,broken clouds
567,Sidney,AU,-33.8679,151.2073,81.59,58,0,4.0,clear sky
568,Wagar,SD,16.1525,36.2032,78.89,47,0,9.84,clear sky
569,Ballina,AU,-28.8667,153.5667,83.01,73,1,10.36,clear sky
570,Gat,IL,31.61,34.7642,71.4,25,10,4.72,clear sky
571,Vanimo,PG,-2.6741,141.3028,85.35,65,99,1.97,light rain
572,Gao,ML,16.6362,1.637,82.18,6,99,6.22,overcast clouds
573,Alta Floresta,BR,-9.8756,-56.0861,73.22,100,0,2.3,clear sky
574,Sept-Iles,CA,50.2001,-66.3821,30.63,46,0,8.05,clear sky
575,Polewali,ID,-3.4324,119.3435,86.14,64,51,3.83,broken clouds
576,Cabras,IT,39.93,8.5314,48.4,76,98,5.17,overcast clouds
577,Chingirlau,KZ,51.095,54.0814,35.87,85,41,16.31,scattered clouds
578,Dourados,BR,-22.2211,-54.8056,70.39,92,18,5.06,few clouds
579,Estacion Coahuila,MX,32.1939,-115.0017,72.97,48,4,14.65,clear sky
580,Porto Novo,BJ,6.4965,2.6036,82.22,77,100,6.96,overcast clouds
581,Pokhara,NP,28.2333,83.9833,82.09,30,1,4.79,clear sky
582,Putina,PE,-15.4667,-69.4333,42.82,81,63,6.8,broken clouds
583,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,5.75,clear sky
584,Labuhan,ID,-6.8844,112.2051,84.34,71,14,1.9,few clouds
585,Lakes Entrance,AU,-37.8811,147.981,66.16,62,77,5.32,broken clouds
586,Almaznyy,RU,48.0448,40.045,33.62,67,99,6.73,overcast clouds
587,Killybegs,IE,54.6333,-8.45,48.88,90,100,21.94,overcast clouds
588,Huaihua,CN,27.5494,109.9592,57.96,88,100,1.66,overcast clouds
589,Trelew,AR,-43.249,-65.3051,64.24,34,99,4.56,overcast clouds
590,Kanigoro,ID,-8.13,112.219,84.94,65,37,5.26,light rain
591,Russkaya Polyana,UA,49.417,31.9201,32.05,65,4,9.73,clear sky
592,Boyolangu,ID,-8.1181,111.8935,84.34,69,39,4.5,scattered clouds
593,Ivdel,RU,60.6911,60.4206,23.99,96,100,6.62,light snow
594,Montepuez,MZ,-13.1256,38.9997,67.06,98,20,2.37,few clouds
595,Iwanai,JP,42.9744,140.5089,53.71,47,0,5.37,clear sky
596,Cockburn Town,TC,21.4612,-71.1419,77.9,81,0,16.08,clear sky
597,Saint-Pierre,RE,-21.3393,55.4781,75.29,83,100,3.44,overcast clouds
598,Ifo,NG,6.8144,3.1958,82.02,82,100,4.76,overcast clouds
599,Barcelona,ES,41.3888,2.159,49.53,61,0,12.66,clear sky
600,Micheweni,TZ,-4.9667,39.8333,80.83,78,22,3.06,few clouds
601,Balkanabat,TM,39.5108,54.3671,57.99,68,100,14.05,overcast clouds
602,Myitkyina,MM,25.3833,97.4,81.27,53,13,2.51,few clouds
603,Boa Vista,BR,2.8197,-60.6733,82.38,69,75,6.91,broken clouds
604,Sosnovo-Ozerskoye,RU,52.5249,111.5418,22.59,44,2,10.49,clear sky
605,Chinsali,ZM,-10.5414,32.0816,61.18,99,100,2.86,light rain
606,Kaifeng,CN,34.7911,114.3483,75.74,41,61,8.3,broken clouds
607,Nantucket,US,41.2835,-70.0995,46.54,78,0,14.97,clear sky
608,Banepa,NP,27.6298,85.5214,66.52,77,20,0.0,mist
609,Damascus,SY,33.5102,36.2913,43.56,26,33,3.44,scattered clouds
610,Waingapu,ID,-9.6567,120.2641,85.39,63,47,4.41,scattered clouds
611,Cabo San Lucas,MX,22.8909,-109.9124,69.62,69,20,11.5,few clouds
612,Jalu,LY,29.0331,21.5482,78.4,11,0,8.86,clear sky
613,Bay Roberts,CA,47.5999,-53.2648,39.65,95,100,5.01,heavy intensity rain
614,Turochak,RU,52.2576,87.1224,45.3,83,96,3.2,overcast clouds
615,Omboue,GA,-1.5746,9.2618,77.38,91,100,3.96,overcast clouds
616,Sorong,ID,-0.8833,131.25,86.56,66,86,10.27,overcast clouds
617,Worland,US,44.0169,-107.9554,53.67,34,0,16.11,clear sky
618,Henties Bay,NA,-22.116,14.2845,60.12,86,0,6.06,clear sky
619,Linqiong,CN,30.4159,103.4609,55.22,69,100,3.02,overcast clouds
620,Leh,IN,34.1667,77.5833,31.08,59,5,2.98,clear sky
621,North Myrtle Beach,US,33.816,-78.68,60.89,85,0,8.05,clear sky
622,Kandrian,PG,-6.2167,149.55,85.23,72,54,5.35,light rain
623,Rundu,NA,-17.9333,19.7667,63.43,92,12,3.02,few clouds
624,Itumbiara,BR,-18.4192,-49.2153,71.49,72,40,3.47,scattered clouds
625,Shubarkuduk,KZ,49.1447,56.4872,41.5,78,38,14.36,scattered clouds
626,Fort Nelson,CA,58.8053,-122.7002,36.99,56,40,11.5,scattered clouds
627,Luebo,CD,-5.35,21.4167,66.2,96,97,1.03,overcast clouds
628,Nakambala,ZM,-15.8324,27.7799,63.14,93,97,0.56,overcast clouds
629,Bolotnoye,RU,55.6717,84.3981,35.51,97,96,9.26,overcast clouds
630,Saint-Francois,FR,46.4154,3.9054,38.64,75,100,6.91,overcast clouds
631,Qostanay,KZ,53.1667,63.5833,41.29,81,0,13.42,clear sky
632,Conde,BR,-7.2597,-34.9075,74.66,94,20,3.44,few clouds
633,Qaqortoq,GL,60.7167,-46.0333,33.62,81,100,4.72,overcast clouds
634,La Libertad,EC,-2.2333,-80.9,75.07,83,11,5.1,few clouds
635,Muravlenko,RU,63.7898,74.523,33.62,100,100,7.63,overcast clouds
636,Shuangcheng,CN,45.35,126.2833,37.08,48,100,23.8,overcast clouds
637,Verkhnyaya Toyma,RU,62.2349,44.9985,8.44,97,83,3.09,broken clouds
638,Noshiro,JP,40.2039,140.0242,58.03,63,31,8.05,scattered clouds
639,Aklavik,CA,68.2191,-135.0107,-10.05,90,100,5.57,overcast clouds
640,Talara,PE,-4.5772,-81.2719,72.09,84,29,11.74,scattered clouds
641,Juneau,US,58.3019,-134.4197,46.4,97,75,9.22,broken clouds
642,Moura,PT,38.1401,-7.4486,46.51,91,100,12.66,light rain
643,Storforshei,NO,66.4043,14.5233,4.78,92,70,3.44,broken clouds
644,Darhan,MN,49.4867,105.9228,31.41,52,98,0.45,overcast clouds
645,Altea,ES,38.5989,-0.0514,54.37,73,100,10.0,overcast clouds
646,Kununurra,AU,-15.7667,128.7333,94.98,41,6,5.75,clear sky
647,Matara,LK,5.9485,80.5353,80.62,76,89,2.06,overcast clouds
648,Tiznit,MA,29.5833,-9.5,51.24,69,91,13.47,overcast clouds
649,Mogadishu,SO,2.0371,45.3438,80.47,83,40,5.75,scattered clouds
650,Xichang,CN,27.8964,102.2634,49.75,86,100,1.61,light rain
651,Tautira,PF,-17.7333,-149.15,82.71,76,25,16.31,light rain
652,Bubaque,GW,11.2833,-15.8333,76.8,68,0,9.28,clear sky
653,Sazonovo,RU,59.0919,35.2268,26.28,89,94,9.64,overcast clouds
654,Nenjiang,CN,49.1833,125.2167,29.93,72,100,16.64,light snow
655,Dhidhdhoo,MV,6.8833,73.1,83.12,68,25,1.5,scattered clouds
656,Vanderhoof,CA,54.0166,-124.0198,27.82,93,50,1.25,snow
657,Bosaso,SO,11.2842,49.1816,77.83,55,0,11.3,clear sky
658,Ugoofaaru,MV,5.6667,73.0,83.21,66,10,2.28,clear sky
659,Fort Saint James,CA,54.4333,-124.25,29.19,87,99,1.05,overcast clouds
660,Ylivieska,FI,64.0833,24.55,23.88,93,100,8.77,overcast clouds
661,Shenjiamen,CN,29.9576,122.298,57.11,71,98,12.62,overcast clouds
662,Soyo,AO,-6.1349,12.3689,77.61,88,100,7.14,overcast clouds
663,Yar-Sale,RU,66.8333,70.8333,22.26,97,88,6.31,overcast clouds
664,Santa Maria,BR,-29.6842,-53.8069,67.3,100,100,5.75,overcast clouds
665,Birao,CF,10.2849,22.7882,80.06,42,46,5.53,scattered clouds
666,Takapau,NZ,-40.0333,176.35,73.72,52,88,0.63,overcast clouds
667,Saint-Leu,RE,-21.15,55.2833,76.03,83,27,2.28,light rain
668,Cortes,ES,41.9395,-1.4396,37.45,76,20,9.55,few clouds
669,Husavik,IS,66.0449,-17.3389,23.23,89,100,8.68,light snow
670,Carballo,ES,43.213,-8.691,44.87,76,0,5.39,clear sky
671,Taksimo,RU,56.3444,114.8794,20.32,48,85,9.73,overcast clouds
672,Bloemfontein,ZA,-29.1211,26.214,44.08,100,0,2.3,mist
673,Sobolevo,RU,54.4299,31.8996,29.46,87,97,16.04,overcast clouds
674,Swan Hill,AU,-35.3378,143.5544,78.39,30,0,4.47,clear sky
675,Bilibino,RU,68.0546,166.4372,7.84,68,4,3.15,clear sky
676,San Borja,BO,-14.8167,-66.85,72.7,95,77,0.56,broken clouds
677,Gouyave,GD,12.1646,-61.7296,77.77,78,20,16.11,few clouds
678,Parli,IN,18.8486,76.5297,90.52,29,12,9.4,few clouds
679,Vallenar,CL,-28.5708,-70.7581,66.94,46,0,2.77,clear sky
680,Yurla,RU,59.3259,54.3223,23.05,95,100,9.1,light snow
681,Stokmarknes,NO,68.5646,14.9108,15.78,62,0,3.44,clear sky
682,Ambon,ID,-3.6954,128.1814,91.54,55,20,6.91,few clouds
